,Leaf number,Spot,Leaf weight (mg),Mean leaf weight (mg),A647,Unnamed: 5,Unnamed: 6,A664,Unnamed: 8,Unnamed: 9,Average,Unnamed: 11,Chlorophyll a (µg),Chlorophyll b (µg),Total Chlorophyll (µg),Avg Chlorophyll a ,Avg Chlorophyll b,Avg Total Chlorophyll,Chlorophyll a STD,Chlorophyll b STD,Total Chlorophyll STD,Total Chlorophyll (µg/mg),Chlorophyll a (µg/mg),Chlorophyll b (µg/mg),Total Chlorophyll (µg/cm2),Chlorophyll a (µg/cm2),Chlorophyll b (µg/cm2),Avg Total Chlorophyll (µg/mg),STD Total Chlorophyll (µg/mg),Avg Chlorophyll a (µg/mg),STD Chlorophyll a (µg/mg),Avg Chlorophyll b (µg/mg),STD Chlorophyll b (µg/mg),Avg Total Chlorophyll (µg/cm2),STD Total Chlorophyll (µg/cm2),Avg Chlorophyll a (µg/cm2),STD Chlorophyll a (µg/cm2),Avg Chlorophyll b (µg/cm2),STD Chlorophyll b (µg/cm2)
235,79,B,4.5,,0.0288,0.0286,0.0289,0.0808,0.0803,0.0802,0.028766667,0.080433333,3.72266,0.874744,4.597404,,,,,,,1.021645333,0.827257778,0.194387556,16.2601825,13.16637193,3.093810568,1.074633538,0.047220561,0.871484661,0.038316862,0.203148877,0.014380033,16.33250415,1.335209865,13.23740932,0.934115234,3.095094826,0.401654413
236,79,C,3.9,,0.0245,0.0271,0.0273,0.0742,0.0759,0.0756,0.0263,0.075233333,3.489249333,0.761725333,4.250974667,,,,,,,1.089993504,0.894679316,0.195314188,15.0349249,12.34084082,2.694084082,1.074633538,0.047220561,0.871484661,0.038316862,0.203148877,0.014380033,16.33250415,1.335209865,13.23740932,0.934115234,3.095094826,0.401654413
237,80,A,4.8,5.133333333,0.0665,0.0657,0.0658,0.1872,0.1837,0.1839,0.066,0.184933333,8.560869333,1.998133333,10.55900267,7.958505333,8.571650667,16.530156,1.193744127,11.40791045,10.21745113,2.199792222,1.783514444,0.416277778,37.34527363,30.27823914,7.067034496,3.117999562,1.603739502,1.573459467,0.362383104,1.544540095,1.966115151,58.46415788,36.13726793,28.14778713,4.222056048,30.31637075,40.34770621
238,80,B,5.7,,0.704,0.0703,0.0689,0.1985,0.1962,0.1954,0.281066667,0.1967,6.583594667,21.74436267,28.32795733,,,,,,,4.969817076,1.155016608,3.814800468,100.1908373,23.28497795,76.90585933,3.117999562,1.603739502,1.573459467,0.362383104,1.544540095,1.966115151,58.46415788,36.13726793,28.14778713,4.222056048,30.31637075,40.34770621
239,80,C,4.9,,0.0667,0.0662,0.0668,0.1899,0.1877,0.1877,0.066566667,0.188433333,8.731052,1.972456,10.703508,,,,,,,2.184389388,1.781847347,0.402542041,37.85636274,30.8801443,6.976218434,3.117999562,1.603739502,1.573459467,0.362383104,1.544540095,1.966115151,58.46415788,36.13726793,28.14778713,4.222056048,30.31637075,40.34770621
240,81,A,5.8,5.666666667,0.102,0.1003,0.1,0.276,0.2725,0.271,0.100766667,0.273166667,12.60613733,3.256397333,15.86253467,12.58659022,3.334275556,15.92086578,0.037491973,0.100699616,0.065265741,2.73491977,2.173471954,0.561447816,56.10290255,44.58561694,11.51728561,2.812702302,0.116021085,2.223785327,0.096669886,0.588916975,0.025152888,56.30920909,0.230833066,44.51648236,0.132602297,11.79272673,0.356156243
241,81,B,5.4,,0.1009,0.1015,0.1014,0.2752,0.273,0.2719,0.101266667,0.273366667,12.61026933,3.298437333,15.90870667,,,,,,,2.94605679,2.335235062,0.610821728,56.26620452,44.60023107,11.66597345,2.812702302,0.116021085,2.223785327,0.096669886,0.588916975,0.025152888,56.30920909,0.230833066,44.51648236,0.132602297,11.79272673,0.356156243
242,81,C,5.8,,0.103,0.1027,0.1022,0.2751,0.2716,0.2704,0.102633333,0.272366667,12.543364,3.447992,15.991356,,,,,,,2.757130345,2.162648966,0.594481379,56.5585202,44.36359907,12.19492113,2.812702302,0.116021085,2.223785327,0.096669886,0.588916975,0.025152888,56.30920909,0.230833066,44.51648236,0.132602297,11.79272673,0.356156243
243,82,A,5.3,5.333333333,0.0969,0.0968,0.0972,0.2595,0.2575,0.2571,0.096966667,0.258033333,11.886444,3.241832,15.128276,12.07059289,3.272360889,15.34295378,0.169908408,0.02752757,0.197377907,2.854391698,2.242725283,0.611666415,53.50596308,42.0401924,11.46577067,2.876979385,0.043972763,2.263372928,0.036836763,0.613606457,0.007370526,54.26523936,0.698089787,42.69149356,0.600935165,11.5737458,0.097360014
244,82,B,5.4,,0.0981,0.0989,0.0985,0.2644,0.2624,0.2613,0.0985,0.2627,12.104052,3.27996,15.384012,,,,,,,2.848891111,2.241491111,0.6074,54.41045483,42.80983235,11.60062248,2.876979385,0.043972763,2.263372928,0.036836763,0.613606457,0.007370526,54.26523936,0.698089787,42.69149356,0.600935165,11.5737458,0.097360014
245,82,C,5.3,,0.0995,0.0993,0.099,0.2676,0.2649,0.2631,0.099266667,0.2652,12.22128267,3.295290667,15.51657333,,,,,,,2.927655346,2.30590239,0.621752956,54.87930018,43.22445592,11.65484426,2.876979385,0.043972763,2.263372928,0.036836763,0.613606457,0.007370526,54.26523936,0.698089787,42.69149356,0.600935165,11.5737458,0.097360014
246,83,A,5.4,5.066666667,0.0874,0.087,0.087,0.2302,0.2283,0.2277,0.087133333,0.228733333,10.52264267,2.983258667,13.50590133,10.57854267,2.977016,13.55555867,0.084577774,0.02972642,0.107554924,2.50109284,1.948637531,0.552455309,47.7679187,37.21667492,10.55124378,2.681369359,0.157415037,2.09260607,0.125481193,0.588763289,0.032004509,47.94354766,0.380402221,37.41438306,0.299136217,10.5291646,0.105136945
247,83,B,4.9,,0.0881,0.0883,0.088,0.233,0.2322,0.2308,0.088133333,0.232,10.67584533,3.003125333,13.67897067,,,,,,,2.791626667,2.178743946,0.612882721,48.38003348,37.75852491,10.62150857,2.681369359,0.157415037,2.09260607,0.125481193,0.588763289,0.032004509,47.94354766,0.380402221,37.41438306,0.299136217,10.5291646,0.105136945
248,83,C,4.9,,0.0869,0.0864,0.087,0.2309,0.227,0.2289,0.086766667,0.228933333,10.53714,2.944664,13.481804,,,,,,,2.751388571,2.150436735,0.600951837,47.68269081,37.26794935,10.41474146,2.681369359,0.157415037,2.09260607,0.125481193,0.588763289,0.032004509,47.94354766,0.380402221,37.41438306,0.299136217,10.5291646,0.105136945
249,84,A,5.8,6.6,0.1021,0.1018,0.1021,0.2781,0.2756,0.2754,0.102,0.276366667,12.75317867,3.299466667,16.05264533,12.83876844,3.305417778,16.14418622,0.154375779,0.152133989,0.298194515,2.767697471,2.198823908,0.568873563,56.77528943,45.10567541,11.66961402,2.466509034,0.28201993,1.96112794,0.218073177,0.505381093,0.065316697,57.09905292,1.054659811,45.4083909,0.545999077,11.69066201,0.538070273
250,84,B,6.8,,0.1054,0.1051,0.105,0.2846,0.2815,0.2809,0.105166667,0.282333333,13.01698,3.46044,16.47742,,,,,,,2.42315,1.914261765,0.508888235,58.27764023,46.03869279,12.23894744,2.466509034,0.28201993,1.96112794,0.218073177,0.505381093,0.065316697,57.09905292,1.054659811,45.4083909,0.545999077,11.69066201,0.538070273
251,84,C,7.2,,0.1,0.1001,0.1009,0.2775,0.2748,0.2752,0.100333333,0.275833333,12.74614667,3.156346667,15.90249333,,,,,,,2.20867963,1.770298148,0.438381481,56.24422909,45.08080451,11.16342458,2.466509034,0.28201993,1.96112794,0.218073177,0.505381093,0.065316697,57.09905292,1.054659811,45.4083909,0.545999077,11.69066201,0.538070273
252,85,A,5.9,5.733333333,0.0877,0.0871,0.0874,0.234,0.2316,0.2309,0.0874,0.232166667,10.69304267,2.931162667,13.62420533,10.75606444,2.898367111,13.65443156,0.079773419,0.06683737,0.121535805,2.309187345,1.812380113,0.496807232,48.18633845,37.81934875,10.3669897,2.387997211,0.146264583,1.8814734,0.123813087,0.506523811,0.022595443,48.29324311,0.429850058,38.04224533,0.282144085,10.25099778,0.236391632
253,85,B,6,,0.0884,0.0885,0.088,0.237,0.2351,0.2341,0.0883,0.2354,10.845756,2.942472,13.788228,,,,,,,2.298038,1.807626,0.490412,48.76645682,38.35946806,10.40698875,2.387997211,0.146264583,1.8814734,0.123813087,0.506523811,0.022595443,48.29324311,0.429850058,38.04224533,0.282144085,10.25099778,0.236391632
254,85,C,5.3,,0.0865,0.0863,0.0862,0.2343,0.2323,0.2313,0.086333333,0.232633333,10.72939467,2.821466667,13.55086133,,,,,,,2.556766289,2.024414088,0.532352201,47.92693405,37.94791917,9.979014878,2.387997211,0.146264583,1.8814734,0.123813087,0.506523811,0.022595443,48.29324311,0.429850058,38.04224533,0.282144085,10.25099778,0.236391632
255,86,A,4.7,4.833333333,0.0836,0.0836,0.0833,0.2173,0.2157,0.2147,0.0835,0.2159,9.917244,2.93268,12.849924,10.03538089,2.973931556,13.00931244,0.107098579,0.036109468,0.14053861,2.734026383,2.110051915,0.623974468,45.44784608,35.07548985,10.37235623,2.692974735,0.069681637,2.07740532,0.056161366,0.615569415,0.013529226,46.01157404,0.497059525,35.49331856,0.378788212,10.51825548,0.127712626
256,86,B,4.8,,0.0854,0.0851,0.0851,0.2217,0.2202,0.2194,0.0852,0.220433333,10.12611733,2.989301333,13.11541867,,,,,,,2.732378889,2.109607778,0.622771111,46.38685247,35.81423687,10.5726156,2.692974735,0.069681637,2.07740532,0.056161366,0.615569415,0.013529226,46.01157404,0.497059525,35.49331856,0.378788212,10.51825548,0.127712626
257,86,C,5,,0.0861,0.0843,0.0846,0.221,0.2183,0.2181,0.085,0.219133333,10.06278133,2.999813333,13.06259467,,,,,,,2.612518933,2.012556267,0.599962667,46.20002358,35.59022895,10.60979463,2.692974735,0.069681637,2.07740532,0.056161366,0.615569415,0.013529226,46.01157404,0.497059525,35.49331856,0.378788212,10.51825548,0.127712626
258,87,A,5,4.933333333,0.1073,0.1071,0.1069,0.28,0.2783,0.2773,0.1071,0.278533333,12.80172933,3.725437333,16.52716667,12.96877778,3.876631111,16.84540889,0.147874403,0.130980041,0.276954051,3.305433333,2.560345867,0.745087467,58.45358515,45.2773903,13.17619486,3.416240767,0.116060986,2.629926878,0.077122023,0.786313889,0.039607624,59.57915006,0.97953615,45.86821029,0.52300489,13.71093977,0.463252602
259,87,B,5,,0.1116,0.111,0.1106,0.2878,0.2842,0.2831,0.111066667,0.285033333,13.082928,3.948896,17.031824,,,,,,,3.4063648,2.6165856,0.7897792,60.23846644,46.27193888,13.96652755,3.416240767,0.116060986,2.629926878,0.077122023,0.786313889,0.039607624,59.57915006,0.97953615,45.86821029,0.52300489,13.71093977,0.463252602
260,87,C,4.8,,0.1111,0.1109,0.1105,0.2861,0.2832,0.282,0.110833333,0.283766667,13.021676,3.95556,16.977236,,,,,,,3.536924167,2.712849167,0.824075,60.0453986,46.05530169,13.99009691,3.416240767,0.116060986,2.629926878,0.077122023,0.786313889,0.039607624,59.57915006,0.97953615,45.86821029,0.52300489,13.71093977,0.463252602
261,88,A,5,5.2,0.109,0.1079,0.109,0.2847,0.2819,0.2819,0.108633333,0.282833333,13.00079867,3.771778667,16.77257733,13.03926578,3.843452444,16.88271822,0.108568658,0.079250926,0.179962346,3.354515467,2.600159733,0.754355733,59.32155809,45.98146236,13.34009573,3.252474873,0.173753422,2.512131978,0.136006835,0.740342895,0.038910737,59.7111064,0.636494113,46.11751354,0.383987613,13.59359286,0.280296122
262,88,B,5.1,,0.1111,0.1115,0.1111,0.2887,0.2862,0.285,0.111233333,0.286633333,13.16183067,3.928562667,17.09039333,,,,,,,3.351057516,2.580751111,0.770306405,60.44561552,46.55100328,13.89461225,3.252474873,0.173753422,2.512131978,0.136006835,0.740342895,0.038910737,59.7111064,0.636494113,46.11751354,0.383987613,13.59359286,0.280296122
263,88,C,5.5,,0.11,0.1087,0.1085,0.2848,0.2813,0.28,0.109066667,0.282033333,12.955168,3.830016,16.785184,,,,,,,3.051851636,2.355485091,0.696366545,59.36614558,45.82007498,13.54607059,3.252474873,0.173753422,2.512131978,0.136006835,0.740342895,0.038910737,59.7111064,0.636494113,46.11751354,0.383987613,13.59359286,0.280296122
264,89,A,5.3,5.766666667,0.1239,0.1239,0.1248,0.3314,0.3288,0.3297,0.1242,0.329966667,15.19768267,4.164314667,19.36199733,15.32392622,4.233171556,19.55709778,0.185238479,0.109371631,0.294507356,3.653207044,2.867487296,0.785719748,68.47986607,53.75144184,14.72842423,3.420937268,0.353161078,2.681092249,0.284167602,0.739845019,0.068995958,69.16990089,1.041619,54.19794236,0.65515484,14.97195853,0.386827584
265,89,B,5.4,,0.125,0.125,0.1236,0.3304,0.3367,0.3254,0.124533333,0.330833333,15.23751467,4.175914667,19.41342933,,,,,,,3.595079506,2.821761975,0.773317531,68.66177171,53.89232039,14.76945132,3.420937268,0.353161078,2.681092249,0.284167602,0.739845019,0.068995958,69.16990089,1.041619,54.19794236,0.65515484,14.97195853,0.386827584
266,89,C,6.6,,0.1288,0.1282,0.1274,0.3405,0.3373,0.335,0.128133333,0.3376,15.53658133,4.359285333,19.89586667,,,,,,,3.014525253,2.354027475,0.660497778,70.36806489,54.95006484,15.41800005,3.420937268,0.353161078,2.681092249,0.284167602,0.739845019,0.068995958,69.16990089,1.041619,54.19794236,0.65515484,14.97195853,0.386827584
267,90,A,5.8,5.366666667,0.1463,0.1447,0.1449,0.3707,0.3665,0.3649,0.1453,0.367366667,16.83627067,5.289698667,22.12596933,16.84369467,5.302008,22.14570267,0.303873357,0.140729666,0.444459337,3.814822299,2.902805287,0.912017011,78.25553276,59.54682983,18.70870293,4.14361926,0.310132341,3.151733609,0.237662501,0.99188565,0.072841936,78.32532598,1.571971908,59.57308717,1.074744845,18.75223881,0.497735256
268,90,B,4.9,,0.1424,0.1428,0.1421,0.3633,0.3605,0.3589,0.142433333,0.3609,16.54360133,5.167837333,21.71143867,,,,,,,4.43090585,3.37624517,1.05466068,76.78941312,58.51171158,18.27770154,4.14361926,0.310132341,3.151733609,0.237662501,0.99188565,0.072841936,78.32532598,1.571971908,59.57308717,1.074744845,18.75223881,0.497735256
269,90,C,5.4,,0.1488,0.1489,0.1484,0.3764,0.3744,0.3724,0.1487,0.3744,17.151212,5.448488,22.5997,,,,,,,4.18512963,3.17615037,1.008979259,79.93103204,60.6607201,19.27031195,4.14361926,0.310132341,3.151733609,0.237662501,0.99188565,0.072841936,78.32532598,1.571971908,59.57308717,1.074744845,18.75223881,0.497735256
270,91,A,5.4,5.366666667,0.1159,0.1152,0.1156,0.3133,0.3111,0.3105,0.115566667,0.311633333,14.374004,3.771736,18.14574,14.18546933,3.684656,17.87012533,0.185244677,0.109712053,0.291416784,3.360322222,2.661852593,0.69846963,64.1781849,50.83824008,13.33994483,3.333601917,0.126044152,2.646529184,0.107776166,0.687072734,0.019610562,63.20338591,1.030688208,50.17142722,0.65517676,13.03195869,0.388031596
271,91,B,5.6,,0.114,0.114,0.114,0.3101,0.307,0.3051,0.114,0.3074,14.178704,3.7208,17.899504,,,,,,,3.19634,2.531911429,0.664428571,63.30729292,50.14749947,13.15979345,3.333601917,0.126044152,2.646529184,0.107776166,0.687072734,0.019610562,63.20338591,1.030688208,50.17142722,0.65517676,13.03195869,0.388031596
272,91,C,5.1,,0.1116,0.1116,0.1107,0.3061,0.3029,0.3009,0.1113,0.3033,14.0037,3.561432,17.565132,,,,,,,3.444143529,2.745823529,0.69832,62.12467992,49.52854212,12.59613779,3.333601917,0.126044152,2.646529184,0.107776166,0.687072734,0.019610562,63.20338591,1.030688208,50.17142722,0.65517676,13.03195869,0.388031596
273,92,A,5.5,5.633333333,0.1395,0.1394,0.1395,0.3605,0.3568,0.35,0.139466667,0.355766667,16.31954133,5.006805333,21.32634667,16.43153467,5.001058667,21.43259333,0.101461732,0.052841551,0.12351484,3.877517576,2.967189333,0.910328242,75.4274127,57.71925208,17.70816062,3.811926953,0.19299428,2.922602016,0.15239416,0.889324937,0.041251381,75.80318785,0.436849545,58.11535215,0.358851708,17.6878357,0.186890963
274,92,B,5.4,,0.1394,0.1395,0.1395,0.3605,0.3584,0.3566,0.139466667,0.3585,16.45773867,4.945578667,21.40331733,,,,,,,3.963577284,3.047729383,0.915847901,75.69964396,58.20803094,17.49161302,3.811926953,0.19299428,2.922602016,0.15239416,0.889324937,0.041251381,75.80318785,0.436849545,58.11535215,0.358851708,17.6878357,0.186890963
275,92,C,6,,0.1411,0.1407,0.1411,0.363,0.3586,0.3585,0.140966667,0.360033333,16.517324,5.050792,21.568116,,,,,,,3.594686,2.752887333,0.841798667,76.2825069,58.41877343,17.86373347,3.811926953,0.19299428,2.922602016,0.15239416,0.889324937,0.041251381,75.80318785,0.436849545,58.11535215,0.358851708,17.6878357,0.186890963
276,93,A,4.6,4.833333333,0.0751,0.068,0.07,0.185,0.1771,0.1787,0.071033333,0.180266667,8.264724,2.570968,10.835692,8.275157067,2.506291733,10.7814488,0.075253977,0.074668681,0.132681486,2.355585217,1.79667913,0.558906087,38.32387352,29.23082691,9.093046615,2.236447059,0.133600999,1.716437286,0.098331041,0.520009774,0.036999382,38.13202518,0.469270305,29.26772677,0.26615964,8.864298413,0.264089557
277,93,B,4.7,,0.0695,0.0688,0.0689,0.1806,0.1782,0.1771,0.069066667,0.178633333,8.205664,2.424576,10.63024,,,,,,,2.261753191,1.745885957,0.515867234,37.59722713,29.02194242,8.575284714,2.236447059,0.133600999,1.716437286,0.098331041,0.520009774,0.036999382,38.13202518,0.469270305,29.26772677,0.26615964,8.864298413,0.264089557
278,93,C,5.2,,0.07104,0.0711,0.0707,0.1835,0.1819,0.1807,0.070946667,0.182033333,8.3550832,2.5233312,10.8784144,,,,,,,2.092002769,1.606746769,0.485256,38.47497489,29.55041098,8.92456391,2.236447059,0.133600999,1.716437286,0.098331041,0.520009774,0.036999382,38.13202518,0.469270305,29.26772677,0.26615964,8.864298413,0.264089557
279,94,A,5.2,5.066666667,0.0682,0.0679,0.0722,0.1812,0.1796,0.1813,0.069433333,0.1807,8.305769333,2.412397333,10.71816667,8.494243111,2.401039111,10.89528222,0.212570082,0.060387848,0.248694382,2.061185897,1.597263333,0.463922564,37.90820778,29.37599679,8.532210983,2.152875221,0.093200602,1.67865948,0.081819768,0.474215741,0.011495389,38.53463331,0.879586836,30.0425943,0.751821752,8.492039015,0.213580845
280,94,B,5.2,,0.0723,0.0719,0.0719,0.1911,0.1893,0.1884,0.072033333,0.1896,8.724657333,2.454941333,11.17959867,,,,,,,2.149922821,1.677818718,0.472104103,39.54020891,30.85752753,8.68268138,2.152875221,0.093200602,1.67865948,0.081819768,0.474215741,0.011495389,38.53463331,0.879586836,30.0425943,0.751821752,8.492039015,0.213580845
281,94,C,4.8,,0.0696,0.0692,0.0691,0.1851,0.1831,0.1825,0.0693,0.183566667,8.452302667,2.335778667,10.78808133,,,,,,,2.247516944,1.760896389,0.486620556,38.15548325,29.89425856,8.261224682,2.152875221,0.093200602,1.67865948,0.081819768,0.474215741,0.011495389,38.53463331,0.879586836,30.0425943,0.751821752,8.492039015,0.213580845
282,95,A,5.7,5.433333333,0.0789,0.0783,0.0784,0.2122,0.2101,0.2088,0.078533333,0.210366667,9.69688,2.594528,12.291408,9.700099556,2.573603556,12.27370311,0.181884039,0.065303251,0.245081435,2.156387368,1.701207018,0.455180351,43.47247648,34.29610243,9.176374054,2.262581607,0.100787226,1.78828557,0.083059401,0.474296037,0.017756359,43.40985751,0.866808498,34.30748941,0.643290794,9.102368096,0.230965731
283,95,B,5.5,,0.0797,0.08,0.0798,0.216,0.2142,0.2129,0.079833333,0.214366667,9.883572,2.62588,12.509452,,,,,,,2.274445818,1.797013091,0.477432727,44.24365848,34.9563981,9.287260381,2.262581607,0.100787226,1.78828557,0.083059401,0.474296037,0.017756359,43.40985751,0.866808498,34.30748941,0.643290794,9.102368096,0.230965731
284,95,C,5.1,,0.0769,0.0762,0.0766,0.2084,0.2056,0.2052,0.076566667,0.2064,9.519846667,2.500402667,12.02024933,,,,,,,2.356911634,1.866636601,0.490275033,42.51343755,33.6699677,8.843469855,2.262581607,0.100787226,1.78828557,0.083059401,0.474296037,0.017756359,43.40985751,0.866808498,34.30748941,0.643290794,9.102368096,0.230965731
285,96,A,5.4,5.3,0.0804,0.0804,0.0804,0.2146,0.2124,0.2115,0.0804,0.212833333,9.799269333,2.712949333,12.51221867,9.654360444,2.690383111,12.34474356,0.158843994,0.021733105,0.169579101,2.317077531,1.814679506,0.502398025,44.25344368,34.65823489,9.59520879,2.330903404,0.084385684,1.822990801,0.071117556,0.507912602,0.01364273,43.66111465,0.599770464,34.14571848,0.561802342,9.515396163,0.076866043
286,96,B,5.4,,0.0787,0.0786,0.0783,0.2086,0.2054,0.2045,0.078533333,0.206166667,9.484528,2.688608,12.173136,,,,,,,2.254284444,1.756394074,0.49789037,43.05416991,33.54505199,9.509117918,2.330903404,0.084385684,1.822990801,0.071117556,0.507912602,0.01364273,43.66111465,0.599770464,34.14571848,0.561802342,9.515396163,0.076866043
287,96,C,5.1,,0.0798,0.079,0.0791,0.2125,0.2095,0.2086,0.0793,0.2102,9.679284,2.669592,12.348876,,,,,,,2.421348235,1.897898824,0.523449412,43.67573035,34.23386857,9.441861781,2.330903404,0.084385684,1.822990801,0.071117556,0.507912602,0.01364273,43.66111465,0.599770464,34.14571848,0.561802342,9.515396163,0.076866043
288,97,A,7.3,7.333333333,0.1277,0.1276,0.1272,0.3188,0.3161,0.3147,0.1275,0.316533333,14.47902533,4.772253333,19.25127867,14.35385111,4.732169778,19.08602089,0.130800989,0.070327024,0.196302045,2.637161461,1.983428128,0.653733333,68.08827427,51.20968145,16.87859282,2.603186877,0.045342384,1.957807045,0.037101494,0.645379832,0.008662248,67.50378754,0.694284661,50.76696297,0.462619328,16.73682457,0.248733905
289,97,B,7.2,,0.1253,0.1245,0.1246,0.3139,0.3097,0.3086,0.1248,0.310733333,14.21806933,4.650965333,18.86903467,,,,,,,2.620699259,1.974731852,0.645967407,66.7363467,50.2867275,16.4496192,2.603186877,0.045342384,1.957807045,0.037101494,0.645379832,0.008662248,67.50378754,0.694284661,50.76696297,0.462619328,16.73682457,0.248733905
290,97,C,7.5,,0.1274,0.1268,0.1266,0.3172,0.3136,0.3116,0.126933333,0.314133333,14.36445867,4.773290667,19.13774933,,,,,,,2.551699911,1.915261156,0.636438756,67.68674165,50.80447997,16.88226168,2.603186877,0.045342384,1.957807045,0.037101494,0.645379832,0.008662248,67.50378754,0.694284661,50.76696297,0.462619328,16.73682457,0.248733905
291,98,A,4.5,4.866666667,0.1041,0.1024,0.1028,0.2779,0.274,0.2731,0.1031,0.275,12.670924,3.432424,16.103348,12.920632,3.484602667,16.40523467,0.398615794,0.053473228,0.447711552,3.578521778,2.815760889,0.762760889,56.95461555,44.81475561,12.13985994,3.381463157,0.193193392,2.662800541,0.146143506,0.718662616,0.047846979,58.02233383,1.5834744,45.69792742,1.409831626,12.3244064,0.189125092
292,98,B,4.8,,0.1042,0.1038,0.1036,0.2788,0.2754,0.2737,0.103866667,0.275966667,12.71062933,3.482101333,16.19273067,,,,,,,3.373485556,2.648047778,0.725437778,57.2707458,44.95518615,12.31555964,3.381463157,0.193193392,2.662800541,0.146143506,0.718662616,0.047846979,58.02233383,1.5834744,45.69792742,1.409831626,12.3244064,0.189125092
293,98,C,5.3,,0.1059,0.1091,0.1087,0.2913,0.2907,0.2885,0.1079,0.290166667,13.38034267,3.539282667,16.91962533,,,,,,,3.192382138,2.524592956,0.667789182,59.84164014,47.32384051,12.51779963,3.381463157,0.193193392,2.662800541,0.146143506,0.718662616,0.047846979,58.02233383,1.5834744,45.69792742,1.409831626,12.3244064,0.189125092
294,99,A,6,5.7,0.1141,0.1141,0.1139,0.3163,0.313,0.3116,0.114033333,0.313633333,14.49346267,3.584274667,18.07773733,14.08608756,3.427440889,17.51352844,0.356100975,0.138168319,0.494153536,3.012956222,2.415577111,0.597379111,63.93767183,51.26074367,12.67692816,3.074407283,0.067340591,2.472935655,0.058689789,0.601471629,0.010614692,61.94216752,1.747731258,49.81993194,1.259464438,12.12223558,0.488676238
295,99,B,5.5,,0.1087,0.109,0.1087,0.3031,0.3011,0.2996,0.1088,0.301266667,13.93079467,3.374378667,17.30517333,,,,,,,3.146395152,2.532871758,0.613523394,61.20525335,49.27068921,11.93456415,3.074407283,0.067340591,2.472935655,0.058689789,0.601471629,0.010614692,61.94216752,1.747731258,49.81993194,1.259464438,12.12223558,0.488676238
296,99,C,5.6,,0.1076,0.1075,0.1081,0.3017,0.2984,0.2972,0.107733333,0.2991,13.83400533,3.323669333,17.15767467,,,,,,,3.063870476,2.470358095,0.593512381,60.68357737,48.92836292,11.75521445,3.074407283,0.067340591,2.472935655,0.058689789,0.601471629,0.010614692,61.94216752,1.747731258,49.81993194,1.259464438,12.12223558,0.488676238
297,100,A,5.7,6,0.1284,0.1285,0.1287,0.3275,0.3243,0.3228,0.128533333,0.324866667,14.888,4.681728,19.569728,15.07744711,4.831772444,19.90921956,0.177006274,0.138174698,0.294651183,3.433285614,2.611929825,0.821355789,69.21457169,52.65615053,16.55842116,3.322357194,0.126853753,2.516477751,0.108979693,0.805879443,0.017875417,70.41529163,1.042127688,53.32619053,0.626039024,17.0891011,0.488698797
298,100,B,6.3,,0.1331,0.1325,0.1326,0.3335,0.3293,0.3277,0.132733333,0.330166667,15.105736,4.953776,20.059512,,,,,,,3.184049524,2.397735873,0.786313651,70.94684869,53.42624319,17.5206055,3.322357194,0.126853753,2.516477751,0.108979693,0.805879443,0.017875417,70.41529163,1.042127688,53.32619053,0.626039024,17.0891011,0.488698797
299,100,C,6,,0.1332,0.1318,0.132,0.3368,0.3316,0.3297,0.132333333,0.3327,15.23860533,4.859813333,20.09841867,,,,,,,3.349736444,2.539767556,0.809968889,71.0844545,53.89617788,17.18827663,3.322357194,0.126853753,2.516477751,0.108979693,0.805879443,0.017875417,70.41529163,1.042127688,53.32619053,0.626039024,17.0891011,0.488698797
