Leaf number,Read number,gain,integration time,610 nm,680 nm,730 nm,760 nm,810 nm,860 nm,led,led current,saturation check,time
3,1,64,200,7643.646,1883.257,2385.368,1807.894,785.512,364.578,White LED,50 mA,b'OK Read',10:48:58
3,1,64,200,9339.446,2340.563,3064.526,2341.776,981.238,457.629,White LED,100 mA,b'OK Read',10:48:59
3,1,64,250,2103.795,488.144,624.271,468.591,212.95,98.848,White LED,12.5 mA,b'OK Read',10:49:00
3,1,64,250,4084.26,952.04,1196.427,895.697,408.153,187.933,White LED,25 mA,b'OK Read',10:49:02
3,1,64,250,7620.701,1846.093,2347.391,1770.651,776.6389999999999,360.001,White LED,50 mA,b'OK Read',10:49:03
3,1,64,250,9337.295,2299.445,3018.233,2295.812,971.843,452.7480000000001,White LED,100 mA,b'OK Read',10:49:05
3,2,64,50,2014.882,458.624,543.326,377.135,187.897,85.42399999999999,White LED,12.5 mA,b'OK Read',10:49:27
3,2,64,50,3907.868,906.704,1081.109,768.414,370.574,176.95,White LED,25 mA,b'OK Read',10:49:28
3,2,64,50,7356.83,1908.297,2339.629,1734.823,735.929,360.00199999999995,White LED,50 mA,b'OK Read',10:49:29
3,2,64,50,8841.104,2430.18,3187.883,2399.525,944.702,457.629,White LED,100 mA,b'OK Read',10:49:30
3,2,64,100,2004.127,516.611,640.349,466.705,208.774,97.627,White LED,12.5 mA,b'OK Read',10:49:31
3,2,64,100,3889.942,975.235,1225.256,883.9110000000001,399.28,183.052,White LED,25 mA,b'OK Read',10:49:32
3,2,64,100,7292.297,1868.76,2328.541,1706.5379999999998,756.806,353.9,White LED,50 mA,b'OK Read',10:49:33
3,2,64,100,8848.274,2290.484,2816.426,2100.173,921.216,436.273,White LED,100 mA,b'OK Read',10:49:34
3,2,64,150,1995.761,476.196,571.047,414.849,196.596,93.56,White LED,12.5 mA,b'OK Read',10:49:35
3,2,64,150,3876.797,947.12,1118.069,821.841,386.232,183.052,White LED,25 mA,b'OK Read',10:49:37
3,2,64,150,7256.444,1904.783,2234.291,1709.681,753.326,364.069,White LED,50 mA,b'OK Read',10:49:38
3,2,64,150,8848.274,2426.665,2888.4990000000003,2272.242,951.662,463.731,White LED,100 mA,b'OK Read',10:49:39
3,2,64,200,1993.371,511.339,590.452,453.741,207.469,99.153,White LED,12.5 mA,b'OK Read',10:49:40
3,2,64,200,3870.223,997.639,1165.657,882.7330000000001,400.585,189.153,White LED,25 mA,b'OK Read',10:49:41
3,2,64,200,7234.934,1949.151,2346.559,1798.465,773.7689999999999,369.154,White LED,50 mA,b'OK Read',10:49:42
3,2,64,200,8851.859,2432.815,3049.28,2345.312,970.799,463.731,White LED,100 mA,b'OK Read',10:49:43
3,2,64,250,1991.937,508.176,623.1619999999999,469.534,209.818,98.848,White LED,12.5 mA,b'OK Read',10:49:44
3,2,64,250,3864.846,987.886,1199.753,897.5830000000001,403.978,189.153,White LED,25 mA,b'OK Read',10:49:46
3,2,64,250,7216.291,1910.406,2356.262,1771.594,769.332,362.442,White LED,50 mA,b'OK Read',10:49:48
3,2,64,250,8846.84,2377.464,3034.865,2296.755,962.448,456.409,White LED,100 mA,b'OK Read',10:49:50
3,3,64,50,1857.133,437.538,537.7819999999999,367.707,182.678,91.526,White LED,12.5 mA,b'OK Read',10:50:00
3,3,64,50,3606.711,864.533,1058.932,740.1289999999999,349.69699999999995,170.84799999999998,White LED,25 mA,b'OK Read',10:50:01
3,3,64,50,6783.198,1802.866,2228.746,1621.683,678.515,341.696,White LED,50 mA,b'OK Read',10:50:02
3,3,64,50,8159.915,2308.934,3016.015,2234.528,871.632,433.222,White LED,100 mA,b'OK Read',10:50:03
3,3,64,100,1849.963,490.253,618.172,443.134,203.555,97.627,White LED,12.5 mA,b'OK Read',10:50:04
3,3,64,100,3588.785,927.791,1186.447,841.4839999999999,378.403,180.00099999999998,White LED,25 mA,b'OK Read',10:50:05
3,3,64,100,6729.42,1808.138,2273.099,1638.182,707.222,338.645,White LED,50 mA,b'OK Read',10:50:07
3,3,64,100,8167.085,2206.139,2763.757,2024.746,858.5830000000001,417.968,White LED,100 mA,b'OK Read',10:50:08
3,3,64,150,1840.403,456.867,572.895,406.992,191.376,93.56,White LED,12.5 mA,b'OK Read',10:50:09
3,3,64,150,3578.03,910.219,1114.373,801.413,367.094,178.984,White LED,25 mA,b'OK Read',10:50:10
3,3,64,150,6694.764,1829.224,2202.874,1654.682,702.873,347.798,White LED,50 mA,b'OK Read',10:50:11
3,3,64,150,8171.866,2333.534,2823.818,2184.243,883.81,441.358,White LED,100 mA,b'OK Read',10:50:12
3,3,64,200,1837.415,491.571,583.521,441.956,199.64,99.153,White LED,12.5 mA,b'OK Read',10:50:13
3,3,64,200,3570.8590000000004,959.42,1137.936,852.091,378.403,184.577,White LED,25 mA,b'OK Read',10:50:15
3,3,64,200,6675.643,1877.986,2267.555,1725.395,717.6610000000001,352.374,White LED,50 mA,b'OK Read',10:50:16
3,3,64,200,8167.085999999999,2341.881,2916.22,2241.599,897.7289999999999,442.375,White LED,100 mA,b'OK Read',10:50:17
3,3,64,250,1838.491,488.144,600.985,452.5630000000001,202.511,100.068,White LED,12.5 mA,b'OK Read',10:50:18
3,3,64,250,3566.557,948.877,1159.835,863.64,379.969,184.272,White LED,25 mA,b'OK Read',10:50:19
3,3,64,250,6656.999,1833.441,2258.685,1690.51,714.007,346.57800000000003,White LED,50 mA,b'OK Read',10:50:21
3,3,64,250,8162.783,2281.522,2892.935,2183.615,889.378,435.663,White LED,100 mA,b'OK Read',10:50:23
4,1,64,50,2129.609,448.081,587.679,395.99300000000005,182.678,85.42399999999999,White LED,12.5 mA,b'OK Read',10:55:17
4,1,64,50,4130.15,954.149,1363.86,942.839,381.012,189.153,White LED,25 mA,b'OK Read',10:55:18
4,1,64,50,7758.373,2040.086,3149.075,2239.242,824.658,390.51,White LED,50 mA,b'OK Read',10:55:19
4,1,64,50,9314.35,2519.795,3919.71,2814.3740000000003,1038.651,482.036,White LED,100 mA,b'OK Read',10:55:20
4,1,64,100,2115.268,508.703,726.283,509.133,213.993,97.627,White LED,12.5 mA,b'OK Read',10:55:21
4,1,64,100,4105.054,1033.221,1521.868,1079.5510000000002,427.987,198.306,White LED,25 mA,b'OK Read',10:55:22
4,1,64,100,7704.595,2116.523,3243.325,2342.954,866.4119999999999,402.714,White LED,50 mA,b'OK Read',10:55:24
4,1,64,100,9335.861,2638.405,4152.565,3024.155,1090.844,506.442,White LED,100 mA,b'OK Read',10:55:25
4,1,64,150,2110.488,549.997,809.445,579.846,231.391,105.763,White LED,12.5 mA,b'OK Read',10:55:26
4,1,64,150,4096.689,1091.208,1635.523,1172.263,454.084,207.458,White LED,25 mA,b'OK Read',10:55:27
4,1,64,150,7677.108,2156.059,3346.816,2426.239,897.7280000000001,410.849,White LED,50 mA,b'OK Read',10:55:28
4,1,64,150,9340.641,2635.769,4154.413,3017.0840000000003,1104.763,506.442,White LED,100 mA,b'OK Read',10:55:29
4,1,64,200,2106.305,536.379,799.743,570.418,228.347,103.729,White LED,12.5 mA,b'OK Read',10:55:30
4,1,64,200,4090.713,1058.261,1563.4489999999998,1113.728,444.95,202.882,White LED,25 mA,b'OK Read',10:55:31
4,1,64,200,7647.231,2063.807,3106.107,2233.349,861.193,393.561,White LED,50 mA,b'OK Read',10:55:32
4,1,64,200,9339.446,2522.431,3851.795,2777.8390000000004,1054.309,485.087,White LED,100 mA,b'OK Read',10:55:34
4,1,64,250,2103.795,517.665,754.0039999999999,533.6469999999999,220.257,101.288,White LED,12.5 mA,b'OK Read',10:55:35
4,1,64,250,4079.957,1022.678,1482.504,1050.322,429.031,196.475,White LED,25 mA,b'OK Read',10:55:36
4,1,64,250,7626.438,1991.587,2932.853,2099.702,828.8330000000001,380.747,White LED,50 mA,b'OK Read',10:55:38
4,1,64,250,9335.86,2450.211,3660.245,2633.349,1022.993,473.49300000000005,White LED,100 mA,b'OK Read',10:55:40
4,2,64,50,2244.335,516.611,681.93,452.562,208.774,97.627,White LED,12.5 mA,b'OK Read',10:56:04
4,2,64,50,4352.433,1091.208,1513.552,1051.265,427.987,213.56,White LED,25 mA,b'OK Read',10:56:05
4,2,64,50,8181.427,2303.6620000000003,3309.8540000000003,2394.811,902.948,439.323,White LED,50 mA,b'OK Read',10:56:06
4,2,64,50,9837.789,2825.5440000000003,4091.579,2988.7990000000004,1116.941,543.053,White LED,100 mA,b'OK Read',10:56:07
4,2,64,100,2229.994,585.141,776.18,551.561,237.481,109.831,White LED,12.5 mA,b'OK Read',10:56:08
4,2,64,100,4330.9220000000005,1165.01,1538.5,1117.264,459.30300000000005,222.713,White LED,25 mA,b'OK Read',10:56:09
4,2,64,100,8124.063,2340.563,3137.986,2338.24,913.386,442.375,White LED,50 mA,b'OK Read',10:56:10
4,2,64,100,9855.715,2901.982,3977.924,2986.442,1132.599,552.206,White LED,100 mA,b'OK Read',10:56:12
4,2,64,150,2225.214,606.227,772.4839999999999,568.846,238.35,115.933,White LED,12.5 mA,b'OK Read',10:56:13
4,2,64,150,4321.361,1201.911,1591.17,1165.977,473.221,227.798,White LED,25 mA,b'OK Read',10:56:14
4,2,64,150,8095.382,2368.678,3291.3740000000003,2429.381,936.004,447.459,White LED,50 mA,b'OK Read',10:56:15
4,2,64,150,9866.47,2902.861,4134.084,3048.512,1158.696,551.188,White LED,100 mA,b'OK Read',10:56:16
4,2,64,200,2222.824,598.32,810.831,584.56,244.005,114.407,White LED,12.5 mA,b'OK Read',10:56:17
4,2,64,200,4316.581,1179.507,1589.784,1145.549,472.351,222.713,White LED,25 mA,b'OK Read',10:56:18
4,2,64,200,8068.491999999999,2290.484,3175.409,2305.241,913.386,433.222,White LED,50 mA,b'OK Read',10:56:19
4,2,64,200,9864.678,2799.187,3910.008,2853.266,1123.465,533.9,White LED,100 mA,b'OK Read',10:56:20
4,2,64,250,2221.39,580.923,777.289,553.446,236.959,112.272,White LED,12.5 mA,b'OK Read',10:56:22
4,2,64,250,4310.845,1144.978,1522.422,1089.922,459.30300000000005,217.221,White LED,25 mA,b'OK Read',10:56:23
4,2,64,250,8050.925,2220.3720000000003,2984.968,2160.044,886.2460000000001,419.798,White LED,50 mA,b'OK Read',10:56:25
4,2,64,250,9862.168,2726.44,3702.38,2696.519,1092.932,519.866,White LED,100 mA,b'OK Read',10:56:27
4,3,64,50,2617.196,532.4259999999999,693.018,461.991,224.432,103.729,White LED,12.5 mA,b'OK Read',10:56:53
4,3,64,50,5076.643,1143.924,1602.2579999999998,1121.978,459.30300000000005,225.764,White LED,25 mA,b'OK Read',10:56:54
4,3,64,50,9536.632,2398.55,3553.797,2573.95,970.799,457.629,White LED,50 mA,b'OK Read',10:56:55
4,3,64,50,11458.299,2920.432,4368.786,3163.224,1195.231,555.256,White LED,100 mA,b'OK Read',10:56:56
4,3,64,100,2602.855,606.227,828.85,586.9169999999999,258.358,118.984,White LED,12.5 mA,b'OK Read',10:56:57
4,3,64,100,5047.962,1201.911,1657.6989999999998,1185.62,495.839,228.815,White LED,25 mA,b'OK Read',10:56:58
4,3,64,100,9454.172,2403.822,3387.472,2474.952,973.409,451.527,White LED,50 mA,b'OK Read',10:56:59
4,3,64,100,11483.396,2981.055,4305.029,3167.9390000000003,1208.28,561.3580000000001,White LED,100 mA,b'OK Read',10:57:01
4,3,64,150,2593.295,630.827,846.4060000000001,615.988,262.707,124.068,White LED,12.5 mA,b'OK Read',10:57:02
4,3,64,150,5033.621,1249.355,1718.685,1247.69,511.496,235.933,White LED,25 mA,b'OK Read',10:57:03
4,3,64,150,9424.296,2454.78,3514.988,2573.95,998.636,459.663,White LED,50 mA,b'OK Read',10:57:04
